Date,Open,High,Low,Close,Adj Close,Volume
2019-03-12,3467.080078,3482.302490,3431.087646,3463.680420,3463.680420,8691981777
2019-03-13,3467.057861,3464.028809,3446.145020,3447.834229,3447.834229,8356934389
2019-03-14,3446.351563,3493.291748,3451.313477,3470.221436,3470.221436,9267900196
2019-03-15,3472.791992,3505.314697,3457.903320,3494.711914,3494.711914,8288512016
2019-03-16,3497.349121,3597.169189,3495.370361,3572.190918,3572.190918,8696096120
2019-03-17,3571.302979,3576.951904,3534.856445,3555.384033,3555.384033,7261956174
2019-03-18,3560.247314,3594.797852,3533.960693,3557.131104,3557.131104,8509713345
2019-03-19,3557.382813,3595.558594,3546.391113,3585.598877,3585.598877,8230304628
2019-03-20,3585.180908,3579.555176,3552.505127,3576.835938,3576.835938,8904659505
2019-03-21,3573.741455,3596.863281,3524.140625,3542.431152,3542.431152,9522390586
2019-03-22,3541.725098,3586.815430,3530.906250,3558.986572,3558.986572,8183731459
2019-03-23,3557.876709,3581.906494,3551.907959,3569.474609,3569.474609,8471985631
2019-03-24,3568.888184,3573.784668,3547.015137,3560.789307,3560.789307,8095854344
2019-03-25,3562.510742,3573.089844,3478.057373,3502.470703,3502.470703,9155769652
2019-03-26,3507.794189,3534.563477,3494.652832,3534.563477,3534.563477,9497165017
2019-03-27,3534.148682,3632.138916,3531.162109,3631.979492,3631.979492,9683758087
2019-03-28,3632.922607,3649.548828,3598.241211,3623.731201,3623.731201,8330101742
2019-03-29,3622.544434,3662.805176,3590.794189,3652.061523,3652.061523,9729622877
2019-03-30,3646.502441,3828.884521,3612.438965,3659.444824,3659.444824,8672798330
2019-03-31,3658.372070,3664.654785,3647.794678,3657.865967,3657.865967,8059095555
2019-04-01,3657.873779,3711.023438,3650.339111,3710.858154,3710.858154,9065049147
2019-04-02,3709.759766,4378.117676,3708.283447,4354.895508,4354.895508,19021953657
2019-04-03,4355.743164,4722.585938,4352.803711,4422.508301,4422.508301,20364873584
2019-04-04,4421.103516,4502.374512,4308.969238,4386.386230,4386.386230,16263001736
2019-04-05,4386.220215,4505.315430,4382.774902,4488.186523,4488.186523,15003740652
2019-04-06,4488.286133,4638.907715,4448.568848,4508.803223,4508.803223,15086140497
2019-04-07,4511.455566,4666.121582,4500.422363,4634.541016,4634.541016,14847420752
2019-04-08,4635.320313,4739.822754,4577.841309,4699.305664,4699.305664,15239302854
2019-04-09,4699.436035,4699.436035,4582.141602,4619.988770,4619.988770,13067531218
2019-04-10,4619.262695,4810.051270,4609.578613,4722.057617,4722.057617,13750184450
2019-04-11,4722.468750,4748.882324,4451.706543,4497.265137,4497.265137,14701387025
2019-04-12,4494.346191,4516.770508,4391.529785,4500.679199,4500.679199,12092984942
2019-04-13,4500.069824,4533.914063,4475.963379,4506.911621,4506.911621,9571034991
2019-04-14,4506.179199,4586.133301,4469.249512,4571.382813,4571.382813,9192752355
2019-04-15,4571.028320,4595.400879,4444.608398,4482.450195,4482.450195,10872080099
2019-04-16,4482.173340,4641.778809,4471.072266,4639.527832,4639.527832,10295957064
2019-04-17,4640.038086,4674.558594,4611.700684,4649.068359,4649.068359,11010667479
2019-04-18,4648.747070,4736.942383,4647.564941,4715.563477,4715.563477,11798276027
2019-04-19,4715.548340,4745.770996,4657.029785,4716.388672,4716.388672,12254008322
2019-04-20,4716.698242,4765.010742,4709.333008,4746.688477,4746.688477,11711043210
2019-04-21,4744.903809,4766.286621,4674.642090,4726.600586,4726.600586,12212731492
2019-04-22,4724.683105,4816.105469,4699.219238,4795.597656,4795.597656,12968847993
2019-04-23,4795.597656,5023.041504,4790.311523,4964.707031,4964.707031,14137009893
2019-04-24,4963.701172,5035.355469,4858.919922,4899.657227,4899.657227,15284823496
2019-04-25,4901.143555,4978.442871,4653.117188,4678.542969,4678.542969,13765122793
2019-04-26,4678.353516,4833.077148,4649.991211,4732.407715,4732.407715,15070373646
2019-04-27,4732.518066,4760.227051,4691.431152,4722.169434,4722.169434,11752133719
2019-04-28,4725.266602,4771.132324,4714.505859,4740.140625,4740.140625,11498007294
2019-04-29,4739.846680,4758.270020,4664.009766,4690.791992,4690.791992,12278635854
2019-04-30,4691.556152,4782.432617,4658.425781,4771.259277,4771.259277,12375914347
2019-05-01,4770.998535,4817.553711,4767.233887,4823.619629,4823.619629,12213315361
2019-05-02,4823.375000,4938.747070,4813.427734,4927.245605,4927.245605,13106836445
2019-05-03,4927.529785,5258.241211,4912.934570,5147.044434,5147.044434,16704551999
2019-05-04,5147.859375,5252.875000,5037.452148,5203.150879,5203.150879,15675730777
2019-05-05,5203.062500,5205.555664,5091.224609,5181.746094,5181.746094,13240072049
2019-05-06,5177.912598,5178.901855,5053.339355,5130.174805,5130.174805,14048573269
2019-05-07,5129.096191,5354.233887,5125.355469,5209.499023,5209.499023,16109192273
2019-05-08,5227.395020,5349.604004,5178.430176,5342.549805,5342.549805,13681852074
2019-05-09,5342.405762,5510.973633,5342.405762,5503.882324,5503.882324,14961581149
2019-05-10,5504.837891,5727.324707,5486.549316,5678.451172,5678.451172,17287573052
2019-05-11,5679.179688,6527.839355,5675.646973,6413.687988,6413.687988,25697903985
2019-05-12,6412.562500,6679.946777,6066.274902,6205.382813,6205.382813,24718155881
2019-05-13,6204.320801,7169.190918,6140.264648,6958.033203,6958.033203,25533251459
2019-05-14,6951.398438,7357.649414,6867.759277,7134.912598,7134.912598,28587654703
2019-05-15,7130.716309,7334.357910,7043.246582,7321.372559,7321.372559,25291111828
2019-05-16,7311.985840,7424.996094,6916.608398,7057.222656,7057.222656,29685603683
2019-05-17,7058.916992,7095.832031,6304.857422,6578.515137,6578.515137,26933099173
2019-05-18,6576.516113,6671.117188,6495.752930,6513.402832,6513.402832,19128742816
2019-05-19,6510.496094,7400.848633,6510.496094,7342.637695,7342.637695,23200695811
2019-05-20,7341.952148,7345.336426,6881.747070,7142.940430,7142.940430,21346880688
2019-05-21,7142.636230,7222.896484,7028.534668,7131.446777,7131.446777,22502352528
2019-05-22,7125.145996,7164.845215,6827.572754,6884.596191,6884.596191,22159129021
2019-05-23,6882.326172,7104.402832,6765.669434,7047.166992,7047.166992,21867124559
2019-05-24,7047.812012,7266.781250,6996.731934,7128.090332,7128.090332,23130747309
2019-05-25,7132.118164,7243.941895,7108.996582,7185.599121,7185.599121,19860622350
2019-05-26,7187.974609,7749.451172,7071.500000,7737.375977,7737.375977,23799417118
2019-05-27,7738.140137,7958.872070,7730.750977,7866.871094,7866.871094,24969715870
2019-05-28,7864.172852,7868.135254,7713.465820,7808.071777,7808.071777,21693389184
2019-05-29,7806.844727,7857.729492,7596.376953,7775.354004,7775.354004,21076837661
2019-05-30,7777.394531,8089.799805,7387.274414,7473.814453,7473.814453,26273677417
2019-05-31,7474.545898,7671.149902,7301.193359,7660.288086,7660.288086,22660754297
2019-06-01,7659.696777,7705.938965,7577.272461,7650.920898,7650.920898,20090600620
2019-06-02,7652.222656,7866.532227,7648.436035,7824.938965,7824.938965,18138243073
2019-06-03,7823.854980,7825.913574,7296.105469,7299.265625,7299.265625,19565949474
2019-06-04,7301.036133,7301.036133,6722.485352,6849.163574,6849.163574,21868330502
2019-06-05,6846.117676,7017.315918,6821.556641,6968.260742,6968.260742,19380278436
2019-06-06,6964.165527,7064.058594,6715.220703,6936.570313,6936.570313,17270085103
2019-06-07,6940.559570,7168.859863,6908.077148,7095.006348,7095.006348,16883309532
2019-06-08,7088.676758,7124.060059,6913.007813,7015.779297,7015.779297,14573537200
2019-06-09,7011.851563,7035.048828,6696.885254,6791.208984,6791.208984,14672969020
2019-06-10,6794.925781,7107.662109,6701.435059,7068.955566,7068.955566,16513525776
2019-06-11,7072.413574,7093.687012,6866.020996,6997.714355,6997.714355,15100424923
2019-06-12,6995.701660,7256.763184,6937.423828,7211.592773,7211.592773,16851335707
2019-06-13,7212.595215,7368.254395,7160.825684,7296.713867,7296.713867,16550429436
2019-06-14,7296.634277,7756.908691,7257.343750,7741.944824,7741.944824,17659848879
2019-06-15,7738.306152,7889.141602,7674.767578,7870.661621,7870.661621,16359588798
2019-06-16,7873.391602,8313.682617,7849.450684,8017.551758,8017.551758,20812547518
2019-06-17,8012.591797,8390.819336,8012.591797,8302.839844,8302.839844,13863928894
2019-06-18,8316.304688,8327.391602,8043.961426,8109.805176,8109.805176,14152087499
2019-06-19,8107.458008,8276.997070,8098.856934,8253.925781,8253.925781,13837484832
2019-06-20,8253.515625,8496.760742,8178.448242,8435.329102,8435.329102,15801542084
2019-06-21,8431.881836,8909.284180,8365.234375,8909.284180,8909.284180,18112684983
2019-06-22,8936.832031,9798.749023,8876.332031,9398.578125,9398.578125,26342778750
2019-06-23,9394.186523,9889.308594,9263.343750,9536.269531,9536.269531,18446693858
2019-06-24,9533.896484,9713.699219,9324.582031,9659.918945,9659.918945,16906808631
2019-06-25,9656.475586,10372.481445,9656.475586,10372.481445,10372.481445,21886683363
2019-06-26,10361.629883,12135.598633,10339.588867,11443.038086,11443.038086,39654073838
2019-06-27,11443.823242,11707.297852,9228.685547,9833.768555,9833.768555,35154792499
2019-06-28,9815.620117,10936.820313,9605.715820,10903.563477,10903.563477,30835121524
2019-06-29,10897.791016,10897.919922,10113.562500,10509.895508,10509.895508,26297177039
2019-06-30,10485.833008,10718.986328,9504.909180,9520.881836,9520.881836,23990193993
2019-07-01,9503.080078,9870.463867,8938.224609,9376.392578,9376.392578,26028695676
2019-07-02,9381.308594,9656.795898,8618.661133,9566.484375,9566.484375,27469165572
2019-07-03,9581.500000,10603.716797,9581.500000,10597.433594,10597.433594,27285047217
2019-07-04,10607.577148,10636.914063,9894.574219,9937.920898,9937.920898,22967791100
2019-07-05,9927.080078,10166.069336,9646.300781,9772.969727,9772.969727,21220895890
2019-07-06,9776.605469,10346.726563,9776.605469,9979.533203,9979.533203,18779283841
2019-07-07,9987.604492,10281.101563,9926.337891,10198.811523,10198.811523,17251232975
2019-07-08,10195.026367,11008.816406,10146.700195,10953.472656,10953.472656,20935727857
2019-07-09,10952.988281,11399.497070,10905.512695,11221.008789,11221.008789,25137363013
2019-07-10,11219.996094,11672.978516,10405.086914,10797.560547,10797.560547,29868414974
2019-07-11,10782.639648,10787.060547,9915.953125,10096.293945,10096.293945,25417328756
2019-07-12,10092.416992,10559.655273,9919.601563,10473.773438,10473.773438,20861316437
2019-07-13,10471.238281,10496.793945,9669.352539,10098.285156,10098.285156,18652322460
2019-07-14,10088.216797,10150.426758,9080.853516,9098.846680,9098.846680,19948859649
2019-07-15,9100.425781,9811.165039,8868.985352,9674.610352,9674.610352,22540500854
2019-07-16,9675.999023,9808.359375,8423.459961,8452.749023,8452.749023,21539536704
2019-07-17,8447.763672,8879.264648,8166.900391,8633.601563,8633.601563,21882733798
2019-07-18,8638.252930,9552.590820,8358.309570,9472.157227,9472.157227,22366833498
2019-07-19,9461.033203,9516.807617,9113.320313,9378.670898,9378.670898,18459845871
2019-07-20,9374.293945,9840.711914,9307.906250,9589.967773,9589.967773,17997425919
2019-07-21,9599.222656,9656.543945,9248.769531,9448.137695,9448.137695,15270353603
2019-07-22,9445.113281,9493.153320,9058.403320,9229.929688,9229.929688,14576423508
2019-07-23,9233.178711,9276.841797,8848.762695,8877.623047,8877.623047,16007099892
2019-07-24,8865.932617,8891.996094,8625.369141,8806.174805,8806.174805,15615311857
2019-07-25,8803.634766,9110.589844,8742.775391,8892.676758,8892.676758,14195091510
2019-07-26,8893.830078,8897.020508,8715.552734,8863.532227,8863.532227,13017151605
2019-07-27,8864.306641,9130.253906,8451.546875,8510.954102,8510.954102,15102392963
2019-07-28,8523.480469,8603.148438,8311.523438,8582.595703,8582.595703,12343276122
2019-07-29,8578.389648,8700.257813,8520.017578,8542.986328,8542.986328,12377173979
2019-07-30,8545.842773,8702.759766,8472.812500,8610.653320,8610.653320,12394968227
2019-07-31,8607.630859,9109.954102,8669.586914,9109.954102,9109.954102,15022603971
2019-08-01,9102.560547,9458.067383,8976.669922,9386.741211,9386.741211,15493433950
2019-08-02,9388.884766,9594.118164,9350.029297,9454.787109,9454.787109,15720946670
2019-08-03,9455.779297,9840.061523,9441.600586,9727.650391,9727.650391,13800528601
2019-08-04,9727.565430,9913.295898,9546.568359,9875.908203,9875.908203,14881938031
2019-08-05,9867.402344,10613.419922,9867.402344,10500.031250,10500.031250,21235471599
2019-08-06,10503.357422,10960.326172,10078.773438,10243.875977,10243.875977,21093529992
2019-08-07,10241.916992,10733.745117,10195.099609,10658.732422,10658.732422,19810003941
2019-08-08,10669.506836,10691.392578,10330.717773,10697.322266,10697.322266,17415491000
2019-08-09,10685.517578,10699.817383,10449.039063,10516.327148,10516.327148,16258144339
2019-08-10,10515.103516,10563.061523,10038.477539,10065.183594,10065.183594,16067873848
2019-08-11,10061.385742,10281.453125,9944.437500,10281.453125,10281.453125,14074052012
2019-08-12,10285.912109,10285.912109,10119.526367,10148.331055,10148.331055,12167350641
2019-08-13,10150.457031,10191.115234,9686.146484,9749.752930,9749.752930,14926859587
2019-08-14,9742.889648,9743.235352,8997.945313,9021.052734,9021.052734,17941077694
2019-08-15,9009.011719,9361.324219,8687.370117,9280.875977,9280.875977,20610279832
2019-08-16,9288.035156,9479.050781,8894.214844,9350.391602,9350.391602,18231683056
2019-08-17,9336.316406,9420.950195,9091.140625,9221.871094,9221.871094,12418143562
2019-08-18,9223.008789,9452.520508,9120.339844,9327.295898,9327.295898,11720021193
2019-08-19,9331.008789,9849.555664,9301.200195,9849.555664,9849.555664,14471326151
2019-08-20,9849.917969,9876.574219,9575.647461,9699.050781,9699.050781,13564753834
2019-08-21,9699.956055,9731.685547,8977.408203,9140.374023,9140.374023,17556757968
2019-08-22,9145.227539,9231.165039,8852.957031,9139.012695,9139.012695,15423303691
2019-08-23,9145.374023,9302.128906,9095.387695,9271.415039,9271.415039,13920552877
2019-08-24,9271.129883,9271.746094,8892.230469,9042.080078,9042.080078,13750984650
2019-08-25,9042.771484,9167.404297,8977.783203,9097.291992,9097.291992,12700255535
2019-08-26,9087.928711,9435.245117,9087.928711,9342.159180,9342.159180,16609760858
2019-08-27,9344.463867,9351.583984,9083.462891,9184.275391,9184.275391,13311459751
2019-08-28,9200.777344,9274.475586,8767.688477,8799.738281,8799.738281,15880872156
2019-08-29,8801.059570,8801.059570,8503.275391,8598.343750,8598.343750,15411485578
2019-08-30,8602.542969,8786.068359,8532.566406,8718.021484,8718.021484,12348578278
2019-08-31,8717.445313,8785.218750,8656.780273,8746.569336,8746.569336,10403255189
2019-09-01,8746.504883,8913.098633,8703.469727,8877.674805,8877.674805,10412835971
2019-09-02,8877.125000,9477.750977,8869.838867,9436.462891,9436.462891,15730631502
2019-09-03,9435.870117,9785.122070,9419.951172,9681.073242,9681.073242,17665184989
2019-09-04,9678.932617,9755.400391,9474.758789,9600.941406,9600.941406,15172537666
2019-09-05,9594.652344,9642.004883,9525.971680,9585.356445,9585.356445,13188821504
2019-09-06,9586.882813,9879.585938,9332.862305,9302.545898,9302.545898,17553807808
2019-09-07,9303.111328,9489.661133,9298.607422,9452.435547,9452.435547,13757572157
2019-09-08,9453.208008,9522.882813,9440.462891,9475.269531,9475.269531,12405793929
2019-09-09,9476.279297,9482.874023,9195.496094,9355.652344,9355.652344,15928586966
2019-09-10,9355.483398,9410.892578,9076.946289,9155.443359,9155.443359,13491378250
2019-09-11,9160.698242,9249.416992,9035.238281,9241.625977,9241.625977,14008172464
2019-09-12,9240.694336,9437.917969,9173.333008,9416.116211,9416.116211,13860393423
2019-09-13,9420.778320,9437.028320,9231.027344,9308.952148,9308.952148,12677713410
2019-09-14,9295.345703,9364.287109,9247.087891,9306.707031,9306.707031,12101638742
2019-09-15,9305.284180,9310.314453,9244.037109,9336.203125,9336.203125,10866163849
2019-09-16,9336.319336,9375.892578,9257.708984,9338.717773,9338.717773,13776332503
2019-09-17,9344.703125,9299.406250,9261.883789,9247.510742,9247.510742,13819521175
2019-09-18,9253.401367,9316.917969,9240.340820,9246.486328,9246.486328,14660255692
2019-09-19,9248.524414,9319.454102,8917.574219,9292.973633,9292.973633,18047239238
2019-09-20,9292.886719,9334.069336,9194.604492,9239.483398,9239.483398,13370761401
2019-09-21,9241.304688,9245.341797,9075.292969,9092.541992,9092.541992,12182959742
2019-09-22,9096.534180,9142.628906,9004.768555,9138.951172,9138.951172,11978776313
2019-09-23,9136.746094,9164.031250,8848.295898,8850.279297,8850.279297,13776581397
2019-09-24,8850.277344,8901.731445,7600.185547,7826.957031,7826.957031,22701120940
2019-09-25,7811.396973,7984.072266,7601.128418,7748.666992,7748.666992,19853045709
2019-09-26,7749.284668,7796.961426,7229.238281,7433.726563,7433.726563,17632812762
2019-09-27,7428.355469,7559.797852,7280.494629,7541.815430,7541.815430,14997033813
2019-09-28,7541.292969,7573.691895,7427.270020,7537.401367,7537.401367,12926102469
2019-09-29,7537.513184,7549.548340,7301.716309,7405.604980,7405.604980,11911044079
2019-09-30,7405.642090,7627.824707,7184.267090,7609.142578,7609.142578,15702454865
2019-10-01,7614.512695,7772.159180,7529.773438,7630.927734,7630.927734,13998573192
2019-10-02,7631.783691,7657.534180,7506.678223,7657.534180,7657.534180,11975466884
2019-10-03,7655.465332,7665.672363,7421.705566,7525.158203,7525.158203,12452803872
2019-10-04,7524.705078,7523.010742,7423.901855,7473.723145,7473.723145,11967022550
2019-10-05,7477.557617,7482.947266,7351.418945,7424.631348,7424.631348,11112578862
2019-10-06,7423.152344,7429.935547,7245.530762,7272.209473,7272.209473,11981277728
2019-10-07,7273.087402,7572.271484,7205.267578,7515.011230,7515.011230,16413971353
2019-10-08,7516.129395,7603.186035,7469.099609,7508.353027,7508.353027,14227161316
2019-10-09,7509.317871,7853.170898,7435.916504,7824.074707,7824.074707,17644697905
2019-10-10,7814.553711,7833.464355,7694.201660,7798.226563,7798.226563,16001250003
2019-10-11,7797.126953,7900.886719,7533.462402,7538.513184,7538.513184,17759216751
2019-10-12,7532.994141,7625.808105,7533.466797,7554.502930,7554.502930,13169334495
2019-10-13,7554.817383,7681.000488,7504.751953,7545.005371,7545.005371,12520552917
2019-10-14,7544.848145,7609.458008,7513.251465,7595.379883,7595.379883,13741475461
2019-10-15,7594.266113,7622.058594,7415.430664,7435.968262,7435.968262,13793224979
2019-10-16,7435.338379,7419.592285,7210.352051,7266.731445,7266.731445,14512327589
2019-10-17,7266.989746,7312.066406,7191.719238,7284.273438,7284.273438,12865415827
2019-10-18,7281.597168,7286.020508,7074.515137,7138.117676,7138.117676,14012291755
2019-10-19,7138.651367,7236.079102,7112.665039,7151.862793,7151.862793,12352682776
2019-10-20,7160.140625,7423.996094,7126.044434,7370.443848,7370.443848,13898334789
2019-10-21,7373.166016,7439.778320,7349.857910,7392.276855,7392.276855,14229761007
2019-10-22,7391.990723,7455.320801,7255.664063,7259.024902,7259.024902,15099414521
2019-10-23,7257.250488,7269.747070,6709.513184,6750.249512,6750.249512,19710761538
2019-10-24,6745.808594,6784.085449,6706.743164,6748.621094,6748.621094,14651566651
2019-10-25,6746.112305,7844.175781,6750.738281,7816.342773,7816.342773,25906522538
2019-10-26,7822.548828,9044.483398,7817.895508,8343.458008,8343.458008,40157247739
2019-10-27,8340.511719,8796.035156,8221.344727,8617.566406,8617.566406,29405554028
2019-10-28,8629.644531,8834.685547,8340.048828,8340.048828,8340.048828,27885244605
2019-10-29,8333.103516,8562.726563,8307.601563,8483.099609,8483.099609,25578615575
2019-10-30,8478.398438,8451.947266,8145.761230,8253.669922,8253.669922,24841122081
2019-10-31,8250.739258,8410.098633,8092.412598,8245.560547,8245.560547,23826849281
2019-11-01,8240.547852,8305.386719,8176.798828,8292.355469,8292.355469,21780231050
2019-11-02,8291.172852,8397.126953,8282.598633,8349.874023,8349.874023,19021882025
2019-11-03,8349.936523,8399.804688,8186.173828,8270.445313,8270.445313,18924326413
2019-11-04,8270.670898,8541.590820,8259.809570,8458.521484,8458.521484,23517560012
2019-11-05,8458.875000,8540.323242,8359.278320,8436.573242,8436.573242,23658103729
2019-11-06,8435.071289,8512.726563,8406.735352,8456.394531,8456.394531,20898606220
2019-11-07,8448.727539,8476.344727,8326.041016,8385.039063,8385.039063,20538694386
2019-11-08,8383.054688,8415.056641,7963.823730,7990.455566,7990.455566,22082304835
2019-11-09,7994.619629,8069.574219,7980.041992,7998.572754,7998.572754,15953099476
2019-11-10,7997.581055,8259.309570,7989.258789,8215.490234,8215.490234,18678081493
2019-11-11,8216.752930,8229.146484,7884.195801,7936.010254,7936.010254,18363916828
2019-11-12,7937.789551,8040.106934,7887.237305,8005.502930,8005.502930,18443301326
2019-11-13,8002.207520,8026.415039,7958.120117,8000.457031,8000.457031,15936634176
2019-11-14,8003.793457,8010.186523,7888.229980,7902.334961,7902.334961,17318828984
2019-11-15,7900.168945,7900.313965,7677.689453,7684.157227,7684.157227,19723343311
2019-11-16,7683.410156,7774.648926,7667.853516,7737.335449,7737.335449,14926199871
2019-11-17,7736.168457,7895.219238,7690.035156,7759.696777,7759.696777,16887781426
2019-11-18,7756.082520,7815.305176,7472.368164,7504.623047,7504.623047,19489736312
2019-11-19,7500.873535,7590.409668,7311.877441,7407.729004,7407.729004,19032283609
2019-11-20,7405.442871,7435.072754,7230.424316,7245.548828,7245.548828,18742210567
2019-11-21,7242.278320,7329.176758,6865.829590,6906.829590,6906.829590,20346346877
2019-11-22,6907.570313,6984.097168,6293.909668,6620.433105,6620.433105,31069217350
2019-11-23,6620.058105,6752.614746,6488.724609,6712.272461,6712.272461,19062111427
2019-11-24,6713.032227,6721.505859,6377.393066,6394.292969,6394.292969,27611112896
2019-11-25,6387.089355,6647.776855,6009.605469,6490.004395,6490.004395,38766044068
2019-11-26,6489.119141,6640.568848,6439.491211,6548.166992,6548.166992,19167694341
2019-11-27,6550.443359,6924.792969,6338.143555,6844.791016,6844.791016,21803443902
2019-11-28,6849.477051,7020.003418,6769.400879,6777.560059,6777.560059,17300211126
